pair_id,group_type,small_recipe_id,large_recipe_id,composite_score,ingredient_name,base_amount_g,role,target_amount_g,target_serving_size,per_serving_grams,ratio_actual,predicted_amount_g,ratio_baseline
PAIR_0098,moist_heat,A0304,LS_A0260,0.657927,미나리,15.0,부재료,1000.0,100,10.0,0.6666666666666666,1500.0,1.0
PAIR_0098,moist_heat,A0304,LS_A0260,0.657927,홍고추,1.0,부재료,200.0,100,2.0,2.0,100.0,1.0
PAIR_0098,moist_heat,A0304,LS_A0260,0.657927,콩나물,25.0,조미료,2000.0,100,20.0,0.8,2500.0,1.0
PAIR_0098,moist_heat,A0304,LS_A0260,0.657927,무,30.0,부재료,3000.0,100,30.0,1.0,3000.0,1.0
PAIR_0098,moist_heat,A0304,LS_A0260,0.657927,물,500.0,조미료,32000.0,100,320.0,0.64,50000.0,1.0
PAIR_0044,moist_heat,Y0003,LS_A0207,0.654975,우유,8.0,부재료,600.0,100,6.0,0.75,800.0,1.0
PAIR_0101,moist_heat,A1304,LS_A0264,0.651588,마늘,1.0,부재료,200.0,100,2.0,2.0,100.0,1.0
PAIR_0101,moist_heat,A1304,LS_A0264,0.651588,생강,1.0,부재료,50.0,100,0.5,0.5,100.0,1.0
PAIR_0101,moist_heat,A1304,LS_A0264,0.651588,대파,5.0,부재료,300.0,100,3.0,0.6,500.0,1.0
PAIR_0101,moist_heat,A1304,LS_A0264,0.651588,양파,10.0,부재료,1000.0,100,10.0,1.0,1000.0,1.0
PAIR_0025,moist_heat,A1659,LS_A0104,0.65,깻잎,10.0,부재료,630.0,100,6.3,0.63,1000.0,1.0
PAIR_0058,moist_heat,A2296,LS_A0217,0.64614,토란,50.0,부재료,7000.0,100,70.0,1.4,5000.0,1.0
PAIR_0114,moist_heat,A1969,LS_A0271,0.64614,쑥,30.0,부재료,4000.0,100,40.0,1.3333333333333333,3000.0,1.0
PAIR_0122,moist_heat,A1556,LS_A0279,0.642446,대파,10.0,부재료,2000.0,100,20.0,2.0,1000.0,1.0
PAIR_0022,moist_heat,A2255,LS_A0088,0.641209,무,40.0,부재료,11000.0,300,36.666666666666664,0.9166666666666666,12000.0,1.0
PAIR_0022,moist_heat,A2255,LS_A0088,0.641209,진간장,1.0,양념,300.0,300,1.0,1.0,300.0,1.0
PAIR_0022,moist_heat,A2255,LS_A0088,0.641209,고춧가루,1.0,조미료,250.0,300,0.8333333333333334,0.8333333333333334,300.0,1.0
PAIR_0118,moist_heat,A1299,LS_A0277,0.640892,마늘,5.0,부재료,1000.0,100,10.0,2.0,500.0,1.0
PAIR_0096,moist_heat,A1117,LS_A0259,0.640415,바지락,30.0,주재료,5000.0,100,50.0,1.6666666666666667,3000.0,1.0
PAIR_0096,moist_heat,A1117,LS_A0259,0.640415,홍고추,3.0,부재료,150.0,100,1.5,0.5,300.0,1.0
PAIR_0096,moist_heat,A1117,LS_A0259,0.640415,청양고추,3.0,부재료,200.0,100,2.0,0.6666666666666666,300.0,1.0
PAIR_0096,moist_heat,A1117,LS_A0259,0.640415,대파,5.0,부재료,800.0,100,8.0,1.6,500.0,1.0
PAIR_0115,moist_heat,A1299,LS_A0272,0.636035,양파,10.0,부재료,1000.0,100,10.0,1.0,1000.0,1.0
PAIR_0115,moist_heat,A1299,LS_A0272,0.636035,마늘,5.0,부재료,500.0,100,5.0,1.0,500.0,1.0
PAIR_0115,moist_heat,A1299,LS_A0272,0.636035,대파,5.0,부재료,500.0,100,5.0,1.0,500.0,1.0
PAIR_0079,moist_heat,A0697,LS_A0236,0.63334,물,300.0,조미료,25000.0,100,250.0,0.8333333333333334,30000.0,1.0
PAIR_0021,moist_heat,A1532,LS_A0084,0.6257,당근,5.0,부재료,1000.0,260,3.8461538461538463,0.7692307692307693,1300.0,1.0
PAIR_0021,moist_heat,A1532,LS_A0084,0.6257,양파,10.0,부재료,1500.0,260,5.769230769230769,0.5769230769230769,2600.0,1.0
PAIR_0021,moist_heat,A1532,LS_A0084,0.6257,동그랑땡,40.0,부재료,14000.0,260,53.84615384615385,1.3461538461538463,10400.0,1.0
PAIR_0123,moist_heat,A2357,LS_A0280,0.625627,두부,20.0,부재료,3000.0,100,30.0,1.5,2000.0,1.0
PAIR_0123,moist_heat,A2357,LS_A0280,0.625627,풋고추,5.0,부재료,500.0,100,5.0,1.0,500.0,1.0
PAIR_0123,moist_heat,A2357,LS_A0280,0.625627,마늘,1.0,부재료,200.0,100,2.0,2.0,100.0,1.0
PAIR_0090,moist_heat,A0574,LS_A0242,0.619473,물,180.0,조미료,30000.0,100,300.0,1.6666666666666667,18000.0,1.0
PAIR_0242,moist_heat,A1551,LS_A0491,0.619089,감자,40.0,부재료,4000.0,100,40.0,1.0,4000.0,1.0
PAIR_0242,moist_heat,A1551,LS_A0491,0.619089,양파,10.0,부재료,2000.0,100,20.0,2.0,1000.0,1.0
PAIR_0242,moist_heat,A1551,LS_A0491,0.619089,생강,0.5,부재료,100.0,100,1.0,2.0,50.0,1.0
PAIR_0248,moist_heat,A1220,LS_A0522,0.613577,감자,60.0,부재료,8000.0,100,80.0,1.3333333333333333,6000.0,1.0
PAIR_0248,moist_heat,A1220,LS_A0522,0.613577,감자,60.0,부재료,8000.0,100,80.0,1.3333333333333333,6000.0,1.0
PAIR_0043,moist_heat,Y0003,LS_A0205,0.613557,우유,8.0,부재료,600.0,100,6.0,0.75,800.0,1.0
PAIR_0043,moist_heat,Y0003,LS_A0205,0.613557,소금,0.1,조미료,20.0,100,0.2,2.0,10.0,1.0
PAIR_0064,moist_heat,A2164,LS_A0222,0.612132,부추,30.0,부재료,2000.0,100,20.0,0.6666666666666666,3000.0,1.0
PAIR_0128,moist_heat,A1504,LS_A0288,0.611717,고춧가루,1.0,조미료,100.0,100,1.0,1.0,100.0,1.0
PAIR_0128,moist_heat,A1504,LS_A0288,0.611717,식용유,0.5,조미료,100.0,100,1.0,2.0,50.0,1.0
PAIR_0124,moist_heat,A0740,LS_A0281,0.602077,굴,20.0,주재료,3000.0,100,30.0,1.5,2000.0,1.0
PAIR_0124,moist_heat,A0740,LS_A0281,0.602077,두부,20.0,주재료,4000.0,100,40.0,2.0,2000.0,1.0
PAIR_0124,moist_heat,A0740,LS_A0281,0.602077,참기름,1.0,조미료,200.0,100,2.0,2.0,100.0,1.0
PAIR_0124,moist_heat,A0740,LS_A0281,0.602077,홍고추,1.0,부재료,80.0,100,0.8,0.8,100.0,1.0
PAIR_0252,moist_heat,A1281,LS_A0544,0.600171,고등어,60.0,부재료,10000.0,100,100.0,1.6666666666666667,6000.0,1.0
PAIR_0252,moist_heat,A1281,LS_A0544,0.600171,고등어,60.0,부재료,10000.0,100,100.0,1.6666666666666667,6000.0,1.0
PAIR_0252,moist_heat,A1281,LS_A0544,0.600171,무,40.0,부재료,6000.0,100,60.0,1.5,4000.0,1.0
PAIR_0252,moist_heat,A1281,LS_A0544,0.600171,무,40.0,부재료,6000.0,100,60.0,1.5,4000.0,1.0
PAIR_0252,moist_heat,A1281,LS_A0544,0.600171,대파,5.0,부재료,1000.0,100,10.0,2.0,500.0,1.0
PAIR_0252,moist_heat,A1281,LS_A0544,0.600171,대파,5.0,부재료,1000.0,100,10.0,2.0,500.0,1.0
PAIR_0193,no_heat,A2234,LS_A0412,0.68435,설탕,1.0,조미료,100.0,100,1.0,1.0,100.0,1.0
PAIR_0193,no_heat,A2234,LS_A0412,0.68435,마늘,1.0,부재료,200.0,100,2.0,2.0,100.0,1.0
PAIR_0193,no_heat,A2234,LS_A0412,0.68435,참기름,1.0,조미료,100.0,100,1.0,1.0,100.0,1.0
PAIR_0196,no_heat,A1735,LS_A0420,0.679743,참기름,1.0,조미료,200.0,100,2.0,2.0,100.0,1.0
PAIR_0196,no_heat,A1735,LS_A0420,0.679743,마늘,1.0,부재료,100.0,100,1.0,1.0,100.0,1.0
PAIR_0203,no_heat,A1698,LS_A0425,0.679171,식초,5.0,부재료,400.0,100,4.0,0.8,500.0,1.0
PAIR_0179,no_heat,A2000,LS_A0357,0.674965,마늘,1.0,부재료,140.0,100,1.4,1.4,100.0,1.0
PAIR_0179,no_heat,A2000,LS_A0357,0.674965,생강,0.5,부재료,50.0,100,0.5,1.0,50.0,1.0
PAIR_0179,no_heat,A2000,LS_A0357,0.674965,설탕,1.0,조미료,100.0,100,1.0,1.0,100.0,1.0
PAIR_0158,no_heat,A2080,LS_A0321,0.669574,식초,1.0,부재료,120.0,100,1.2,1.2,100.0,1.0
PAIR_0158,no_heat,A2080,LS_A0321,0.669574,설탕,0.5,조미료,100.0,100,1.0,2.0,50.0,1.0
PAIR_0158,no_heat,A2080,LS_A0321,0.669574,고춧가루,1.0,조미료,130.0,100,1.3,1.3,100.0,1.0
PAIR_0033,no_heat,A0012,LS_A0139,0.653553,마늘,2.5,조미료,200.0,80,2.5,1.0,200.0,1.0
PAIR_0033,no_heat,A0012,LS_A0139,0.653553,생강,1.0,조미료,100.0,80,1.25,1.25,80.0,1.0
PAIR_0171,no_heat,A0012,LS_A0349,0.653553,마늘,2.5,조미료,200.0,100,2.0,0.8,250.0,1.0
PAIR_0171,no_heat,A0012,LS_A0349,0.653553,생강,1.0,조미료,100.0,100,1.0,1.0,100.0,1.0
PAIR_0190,no_heat,A2091,LS_A0401,0.647375,고추장,10.0,양념,700.0,100,7.0,0.7,1000.0,1.0
PAIR_0190,no_heat,A2091,LS_A0401,0.647375,물엿,5.0,조미료,250.0,100,2.5,0.5,500.0,1.0
PAIR_0190,no_heat,A2091,LS_A0401,0.647375,식초,3.0,부재료,350.0,100,3.5,1.1666666666666667,300.0,1.0
PAIR_0185,no_heat,A1333,LS_A0384,0.640161,참기름,1.0,조미료,50.0,100,0.5,0.5,100.0,1.0
PAIR_0026,no_heat,A1294,LS_A0110,0.636995,진간장,1.0,양념,135.0,130,1.0384615384615385,1.0384615384615385,130.0,1.0
PAIR_0026,no_heat,A1294,LS_A0110,0.636995,참기름,1.0,조미료,135.0,130,1.0384615384615385,1.0384615384615385,130.0,1.0
PAIR_0026,no_heat,A1294,LS_A0110,0.636995,고추장,3.0,양념,500.0,130,3.8461538461538463,1.2820512820512822,390.0,1.0
PAIR_0155,no_heat,A2300,LS_A0318,0.636995,생강,0.5,부재료,50.0,100,0.5,1.0,50.0,1.0
PAIR_0066,no_heat,A1729,LS_A0226,0.63682,오이,15.0,부재료,1500.0,100,15.0,1.0,1500.0,1.0
PAIR_0066,no_heat,A1729,LS_A0226,0.63682,설탕,1.0,조미료,140.0,100,1.4,1.4,100.0,1.0
PAIR_0066,no_heat,A1729,LS_A0226,0.63682,마늘,1.0,부재료,50.0,100,0.5,0.5,100.0,1.0
PAIR_0028,no_heat,A1301,LS_A0111,0.636228,당근,5.0,부재료,1000.0,210,4.761904761904762,0.9523809523809523,1050.0,1.0
PAIR_0028,no_heat,A1301,LS_A0111,0.636228,양파,10.0,부재료,1500.0,210,7.142857142857143,0.7142857142857143,2100.0,1.0
PAIR_0205,no_heat,A1625,LS_A0428,0.625235,마늘,10.0,부재료,500.0,100,5.0,0.5,1000.0,1.0
PAIR_0205,no_heat,A1625,LS_A0428,0.625235,고추장,3.0,양념,200.0,100,2.0,0.6666666666666666,300.0,1.0
PAIR_0205,no_heat,A1625,LS_A0428,0.625235,참기름,1.0,조미료,100.0,100,1.0,1.0,100.0,1.0
PAIR_0032,no_heat,A1470,LS_A0138,0.608879,설탕,2.0,조미료,300.0,80,3.75,1.875,160.0,1.0
PAIR_0030,no_heat,A2091,LS_A0119,0.607692,오징어,40.0,부재료,8000.0,100,80.0,2.0,4000.0,1.0
PAIR_0030,no_heat,A2091,LS_A0119,0.607692,오이,20.0,부재료,3000.0,100,30.0,1.5,2000.0,1.0
PAIR_0030,no_heat,A2091,LS_A0119,0.607692,양파,10.0,부재료,1000.0,100,10.0,1.0,1000.0,1.0
