food_cd,food_nm,reason
P108-014000300-0707,라자냐,중복 FOOD_CD
P108-014000300-0715,램 프리미엄 스파게티,중복 FOOD_CD
P108-014000300-0720,로리 펜네 리가떼,중복 FOOD_CD
P108-014000300-0787,링귀니,중복 FOOD_CD
P108-014000300-0841,바로니아 링귀네,중복 FOOD_CD
P108-014000300-0894,삼색 공룡 파스타,중복 FOOD_CD
P108-014000300-0895,삼색 러브 파스타,중복 FOOD_CD
P108-014000300-0897,삼색 알파벳 파스타,중복 FOOD_CD
P108-014000300-0923,스파게티,중복 FOOD_CD
P108-014000300-0943,스파게티,중복 FOOD_CD
P108-014000300-0947,스파게티 500G,중복 FOOD_CD
P108-014000300-0963,스파게티니,중복 FOOD_CD
P108-014000300-1060,유기농 삼색 동물원 파스타,중복 FOOD_CD
P108-014000300-1085,제로트레 유기농 알파벳 채소 파스타,중복 FOOD_CD
P108-014000300-1171,파르팔레,중복 FOOD_CD
P108-014000300-1193,파케리,중복 FOOD_CD
P108-014000300-1208,페델리니,중복 FOOD_CD
P108-014000300-1221,페투치니,중복 FOOD_CD
P108-014000300-1247,펠리체티 유기농 삼색 스파게티,중복 FOOD_CD
P108-014000300-1277,푸실리 트리칼라,중복 FOOD_CD
P108-014000300-1290,프레스코 마카로니,중복 FOOD_CD
P108-014000300-1294,프레스코 페투치네,중복 FOOD_CD
P108-014000300-1296,프레스코 후실리,중복 FOOD_CD
P108-014000300-1315,곰표 마카로니,중복 FOOD_CD
P108-014000300-1316,구스토라 삼색 파스타,중복 FOOD_CD
P108-014000300-1325,듀럼 밀 세몰리나 프리미엄 파스타,중복 FOOD_CD
P108-014000300-1376,스파게티면,중복 FOOD_CD
P108-014000300-1382,앙카라삼색동물모양파스타,중복 FOOD_CD
P108-014000300-1427,그라노로 링귀니 스파게티,중복 FOOD_CD
P108-014000300-1443,루마케 리가테 (500g),중복 FOOD_CD
P108-014000300-1461,스파게티,중복 FOOD_CD
P108-014000300-1465,스파게티 (500G),중복 FOOD_CD
P108-014000300-1471,스파게티 1kg (CELLO),중복 FOOD_CD
P108-014000300-1472,스파게티 500G,중복 FOOD_CD
P108-014000300-1480,스파게티니 (5KG),중복 FOOD_CD
P108-014000300-1504,펜네 리가테 500G,중복 FOOD_CD
P108-014000300-1506,폰타나 이탈리아 펜네 리가테,중복 FOOD_CD
P108-014000300-1509,푸질리 (500g),중복 FOOD_CD
P108-014000300-1511,프레스코 스파게티(500g),중복 FOOD_CD
P108-014000300-1519,그라노로 데디카토 스파게토니,중복 FOOD_CD
P108-014000300-1529,링귀니 500g,중복 FOOD_CD
P108-014000300-1530,링귀니 500g,중복 FOOD_CD
P108-014000300-1531,링귀니 5KG,중복 FOOD_CD
P108-014000300-1551,스파게티니 (1KG),중복 FOOD_CD
P108-014000300-1552,스파게티니 (500G),중복 FOOD_CD
P108-014000300-1570,따그라텔레,중복 FOOD_CD
P108-014000300-1585,스파게티 1kg,중복 FOOD_CD
P108-014000300-1595,탄호 파스타,중복 FOOD_CD
P108-014000300-1597,파케리,중복 FOOD_CD
P108-014000300-1599,페투치네 5KG,중복 FOOD_CD
P108-014000300-1601,폰타나 이탈리아 유기농 스파게티,중복 FOOD_CD
P108-014000300-1602,폰타나 이탈리아 유기농 통밀 스파게티,중복 FOOD_CD
P108-014000300-1603,프레스코 스파게티(3kg),중복 FOOD_CD
P108-014000300-1652,트리칼라 푸실리,중복 FOOD_CD
P108-014000300-1654,페투치네(네스팅형태) 500g,중복 FOOD_CD
P109-102010200-3143,모들 대추생강청,중복 FOOD_CD
P109-102010200-3404,산가리아 녹차,중복 FOOD_CD
P109-102010200-3408,산가리아 홍차히메 로얄밀크티,중복 FOOD_CD
P109-102010200-3423,오이시 그린티 포도,중복 FOOD_CD
P109-102010200-3428,이치탄 그린티 허니 레몬,중복 FOOD_CD
P109-102010200-3451,흑당 버블 밀크티,중복 FOOD_CD
P109-102010200-3473,당신의 우롱차,중복 FOOD_CD
P109-102010200-3474,당신의 우롱차,중복 FOOD_CD
P109-102010200-3489,레몬향 그린티,중복 FOOD_CD
P109-102010200-3510,비타레몬티(250ml),중복 FOOD_CD
P109-102010200-3575,캉스푸 녹차,중복 FOOD_CD
P109-102010200-3576,캉스푸 말리밀차,중복 FOOD_CD
P109-102010200-3577,캉스푸 말리청차,중복 FOOD_CD
P109-102010200-3586,통일녹차,중복 FOOD_CD
P109-102010200-3661,동화속의 딸기,중복 FOOD_CD
P109-102010200-3674,모들 딸기청,중복 FOOD_CD
P109-102010200-3675,모들 블루베리청,중복 FOOD_CD
P109-102010200-4073,산가리아 자스민차,중복 FOOD_CD
P109-102010200-4075,소스로 테보톨 오리지널,중복 FOOD_CD
P109-102010200-4253,소스로 테보톨 오리지날,중복 FOOD_CD
P109-102010200-4257,아야타카 녹차(160ml),중복 FOOD_CD
P109-102010200-4294,차파이 미도우룽차,중복 FOOD_CD
P109-102010200-4311,happy사라수,중복 FOOD_CD
P109-102010200-4464,바이오맥스,중복 FOOD_CD
P109-102010200-4585,그린 티,중복 FOOD_CD
P109-102010200-4621,돌복숭아 발효액,중복 FOOD_CD
P109-102010200-4656,사또네 수세미 발효액,중복 FOOD_CD
P109-102010200-4677,수세미즙,중복 FOOD_CD
P109-102010200-4709,오이시 그린티 (허니레몬),중복 FOOD_CD
P109-102010200-4712,와송즙,중복 FOOD_CD
P109-102010200-4739,이정현 오미자청,중복 FOOD_CD
P109-102010200-4772,타이티밀크,중복 FOOD_CD
P109-102010200-4775,통일빙홍차,중복 FOOD_CD
P109-103010300-0005,검은콩호두아몬드율무차,중복 FOOD_CD
P109-103010300-0007,17곡 안동마차,중복 FOOD_CD
P109-103010300-0466,오르조,중복 FOOD_CD
P109-103010300-0559,디 오리지널 콤부차 프로바이오틱스 레몬라임,중복 FOOD_CD
P109-103010300-0562,디 오리지널 콤부차 프로바이오틱스 피치베리,중복 FOOD_CD
P109-103010300-0566,오리지널 밀크티,중복 FOOD_CD
P109-103010300-0604,그린분말 2153 KR/SI,중복 FOOD_CD
P109-103010300-0605,논산딸기라떼,중복 FOOD_CD
P109-103010300-0630,우지그린티파우더,중복 FOOD_CD
P109-103010300-0632,잉카 유기농 치커리 차,중복 FOOD_CD
P109-103010300-0633,잉카 유기농 클래식 차,중복 FOOD_CD
P109-103010300-0637,초당옥수수라떼,중복 FOOD_CD
P109-201020000-0035,MAXWELL HOUSE 스위트 아메리카노,중복 FOOD_CD
P109-201020000-0037,MAXWELL HOUSE 카페라떼,중복 FOOD_CD
P109-201020000-0368,칸타타카라멜마키아토,중복 FOOD_CD
P109-201020000-1045,아카페라 사이즈업 벤티 아메리카노,중복 FOOD_CD
P109-201020000-1046,아카페라 사이즈업 벤티 헤이즐넛 아메리카노,중복 FOOD_CD
P109-201020000-1418,칸타타프리미엄라떼,중복 FOOD_CD
P109-201020000-1732,블랙아메리카노,중복 FOOD_CD
P109-201020000-2272,유씨씨 밀크 커피,중복 FOOD_CD
P109-201020000-2273,유씨씨 블랙 콜드 브루,중복 FOOD_CD
P109-201020000-2298,뫼벤픽 카페 프레도 카푸치노,중복 FOOD_CD
P109-201020000-2491,칸타타스위트아메리카노,중복 FOOD_CD
P109-202020000-0303,G7커피믹스,중복 FOOD_CD
P109-202020000-0506,K-다방라떼,중복 FOOD_CD
P109-203020000-1165,네스프레소 버츄오 커피 플러스 액티브(sku7192.60),중복 FOOD_CD
P109-203020000-1166,네스프레소 버츄오 커피 플러스 진생 딜라이트 (sku7066.60),중복 FOOD_CD
P109-302030200-2799,퓨어 로즈힙 클렌즈 주스,중복 FOOD_CD
P109-302030200-4617,ABC 주스,중복 FOOD_CD
P109-302030200-4640,골드 메달 스파클링 애플 주스,중복 FOOD_CD
P109-302030200-4642,골드 메달 오르가닉 스파클링 애플주스,중복 FOOD_CD
P109-302030200-4676,노아 당근 사과 생강 베지주스,중복 FOOD_CD
P109-302030200-4677,노아 발렌시아 오렌지주스,중복 FOOD_CD
P109-302030200-4678,노아 사과 복숭아 키위 망고 라임주스,중복 FOOD_CD
P109-302030200-4680,노아 사과 비트루트 오렌지 당근 생강 베지주스,중복 FOOD_CD
P109-302030200-4682,노아 애플 바나나 리치 망고 주스 스무디,중복 FOOD_CD
P109-302030200-4683,노아 오렌지 애플 구아바 바나나 파인애플 포포열매 주스,중복 FOOD_CD
P109-302030200-4685,노아 후레쉬 크러쉬드 애플주스,중복 FOOD_CD
P109-302030200-4713,돈시몬 착즙 오렌지 주스(1L),중복 FOOD_CD
P109-302030200-4718,돈시몬 착즙 적포도 주스(2L),중복 FOOD_CD
P109-302030200-4755,르프롯 오렌지 착즙주스 (250 ML),중복 FOOD_CD
P109-302030200-4903,아마타임 저스트 애플 망고,중복 FOOD_CD
P109-302030200-4904,아마타임 저스트 애플 블루베리,중복 FOOD_CD
P109-302030200-4915,알랭 밀리아 클라우디 콕시스 애플 주스,중복 FOOD_CD
P109-302030200-4924,에콜로 유기농 레몬 주스,중복 FOOD_CD
P109-302030200-4925,에콜로 유기농 사과 주스,중복 FOOD_CD
P109-302030200-4927,에콜로 유기농 오렌지 주스,중복 FOOD_CD
P109-302030200-4980,유기농 퓨어코코넛워터,중복 FOOD_CD
P109-302030200-5036,코코넛워터,중복 FOOD_CD
P109-302030200-5038,코코넛워터,중복 FOOD_CD
P109-302030200-5058,클라우디 애플주스,중복 FOOD_CD
P109-302030200-5085,파너 유기농 멀티 골드 주스(1L),중복 FOOD_CD
P109-302030200-5086,파너 유기농 멀티 로쏘 주스(1L),중복 FOOD_CD
P109-302030200-5088,파너 유기농 착즙 당근주스(500ml),중복 FOOD_CD
P109-302030200-5160,핑크 자몽주스,중복 FOOD_CD
P109-302030200-5226,남홈 코코넛워터,중복 FOOD_CD
P109-302030200-5237,누디 오렌지주스,중복 FOOD_CD
P109-302030200-5243,돈 시몬 핑크 그레이프후룻 주스 (#635817),중복 FOOD_CD
P109-302030200-5245,돈시몬 착즙 애플 주스(1L),중복 FOOD_CD
P109-302030200-5262,마르티넬리 스파클링 애플주스 (#90105),중복 FOOD_CD
P109-302030200-5296,브로콜리 혼합주스(200 ml),중복 FOOD_CD
P109-302030200-5388,유기농 골드메달 애플주스,중복 FOOD_CD
P109-302030200-5473,클룹 트루 코코 100% 퓨어 코코넛 워터,중복 FOOD_CD
P109-302030200-5514,하이랜드 토마토주스,중복 FOOD_CD
P109-302030200-5812,HPP 수박주스,중복 FOOD_CD
P109-302030200-5821,리타 망고 믹스 주스,중복 FOOD_CD
P109-302030200-5823,리타 수박 믹스 주스,중복 FOOD_CD
P109-302030200-5833,쇼군 오렌지 주스(200 ml),중복 FOOD_CD
P109-302030200-5841,유기농 토마토 NFC 주스,중복 FOOD_CD
P109-302030200-5844,카르타 코코넛 워터(330ML),중복 FOOD_CD
P109-302030200-5867,그레시얼스 유기농 100% 석류주스,중복 FOOD_CD
P109-302030200-5986,야생블루베리 퓨레,중복 FOOD_CD
P109-302030200-6237,PHYTORIGIN 유기농 NFC 착즙 야생빌베리 100,중복 FOOD_CD
P109-302030200-6281,비타핑크파인,중복 FOOD_CD
P109-302030200-6299,와일드 하스카프 베리 NFC,중복 FOOD_CD
P109-303030300-0312,맛있게빠르다,중복 FOOD_CD
P109-303030300-0565,세븐복분자,중복 FOOD_CD
P109-303030300-0699,양배추 착즙,중복 FOOD_CD
P109-303030300-0859,자연은싱그런복숭아,중복 FOOD_CD
P109-303030300-1999,노니 플러스,중복 FOOD_CD
P109-303030300-2000,노아 사과 넥타린 코코넛워터 파인애플 앤 라임,중복 FOOD_CD
P109-303030300-2005,닝샤레드,중복 FOOD_CD
P109-303030300-2024,딸기 트위스트 앤 드링크,중복 FOOD_CD
P109-303030300-2027,라리 레몬,중복 FOOD_CD
P109-303030300-2088,모구모구 나타데코코 리치맛,중복 FOOD_CD
P109-303030300-2091,모구모구 리치맛,중복 FOOD_CD
P109-303030300-2094,모구모구 망고맛,중복 FOOD_CD
P109-303030300-2105,미스티카,중복 FOOD_CD
P109-303030300-2164,사과 트위스트 앤 드링크,중복 FOOD_CD
P109-303030300-2169,사리아슴,중복 FOOD_CD
P109-303030300-2191,썬라이트 사과맛,중복 FOOD_CD
P109-303030300-2192,썬라이트 포도맛,중복 FOOD_CD
P109-303030300-2217,오렌지 트위스트 앤 드링크,중복 FOOD_CD
P109-303030300-2223,오션스프레이 크랜베리 클래식,중복 FOOD_CD
P109-303030300-2261,컨츄리 쵸이스 잠부,중복 FOOD_CD
P109-303030300-2304,코코넛팜 코코넛음료,중복 FOOD_CD
P109-303030300-2362,프리즈 코코넛 주스 드링크,중복 FOOD_CD
P109-303030300-2375,헤이송구아바쥬스음료,중복 FOOD_CD
P109-303030300-2423,니코니코 망고맛,중복 FOOD_CD
P109-303030300-2440,랑거스 망고 넥타 (#1055226),중복 FOOD_CD
P109-303030300-2453,마하차녹 망고,중복 FOOD_CD
P109-303030300-2455,망고 넥타,중복 FOOD_CD
P109-303030300-2469,미스터초이스 코코넛밀크 바나나향 위드 나타데코코,중복 FOOD_CD
P109-303030300-2471,미스터초이스 코코넛밀크 오리지널 위드 나타데코코,중복 FOOD_CD
P109-303030300-2568,얼려먹는 망고 아이스바,중복 FOOD_CD
P109-303030300-2593,차바코코넛스무디,중복 FOOD_CD
P109-303030300-2664,패션 프루트 넥타 (#671491),중복 FOOD_CD
P109-303030300-2808,델몬트 파인애플-오렌지 쥬스,중복 FOOD_CD
P109-303030300-2811,라우치 망고 넥타,중복 FOOD_CD
P109-303030300-2812,랭거스 루비레드 자몽(1.89L),중복 FOOD_CD
P109-303030300-2823,유기농 딸기 레몬에이드 #1321809,중복 FOOD_CD
P109-303030300-2828,지나 필리핀레몬열매 쥬스,중복 FOOD_CD
P109-303030300-2836,타스코 영코코넛 드링크 위드 펄프,중복 FOOD_CD
P109-303030300-2837,타스코 영코코넛주스 위드 펄프,중복 FOOD_CD
P109-303030300-2843,후지야 복숭아,중복 FOOD_CD
P109-303030300-2846,골든써클 파인 망고 (1L),중복 FOOD_CD
P109-303030300-2852,로버츠 베리에 링곤베리 & 크랜베리,중복 FOOD_CD
P109-303030300-2854,로버츠 베리에 빌베리,중복 FOOD_CD
P109-303030300-2877,랭거스 크랜베리(1.89L),중복 FOOD_CD
P109-303030300-2880,르프룻비트구아바용과넥타 (5 L),중복 FOOD_CD
P109-303030300-2882,리치마티니(리치향 0.04% 함유),중복 FOOD_CD
P109-303030300-2901,싱가포르슬링,중복 FOOD_CD
P109-303030300-2902,알랭 밀리아 센가나 스트로베리 넥터,중복 FOOD_CD
P109-401040100-0889,클룹 제로소다 청사과,중복 FOOD_CD
P109-401040100-0991,핫식스,중복 FOOD_CD
P109-401040100-1049,클룹 제로소다 소다맛,중복 FOOD_CD
P109-401040100-1267,라무네 오리지널,중복 FOOD_CD
P109-401040100-1276,레드불 퍼플 에디션,중복 FOOD_CD
P109-401040100-1321,멜론소다음료,중복 FOOD_CD
P109-401040100-1365,분다버그 레몬 라임 앤 비터스,중복 FOOD_CD
P109-401040100-1367,분다버그 트레디셔널 레몬에이드,중복 FOOD_CD
P109-401040100-1368,분다버그 트로피칼 망고,중복 FOOD_CD
P109-401040100-1369,분다버그 핑크 그레이프프루트,중복 FOOD_CD
P109-401040100-1391,산펠레그리노 리모나타 (200ml),중복 FOOD_CD
P109-401040100-1392,산펠레그리노 폼펠모(자몽) (200ml),중복 FOOD_CD
P109-401040100-1434,싱하레몬소다,중복 FOOD_CD
P109-401040100-1439,쎄시유기농스파클링애플주스(330ml),중복 FOOD_CD
P109-401040100-1460,에스프리 블루베리,중복 FOOD_CD
P109-401040100-1544,진라보,중복 FOOD_CD
P109-401040100-1568,크레용 신짱 라무네,중복 FOOD_CD
P109-401040100-1569,크레용 신짱 멜론향 라무네,중복 FOOD_CD
P109-401040100-1570,크레용 신짱 파인애플향 라무네,중복 FOOD_CD
P109-401040100-1658,후루사토라무네,중복 FOOD_CD
P109-401040100-1697,뉴설원로(오렌지향),중복 FOOD_CD
P109-401040100-1719,라무네 캔,중복 FOOD_CD
P109-401040100-1761,리무스 리치 펄,중복 FOOD_CD
P109-401040100-1830,분다버그 진저비어,중복 FOOD_CD
P109-401040100-1831,분다버그 트레디셔널 레몬에이드,중복 FOOD_CD
P109-401040100-1840,비다 제로 스파클링 드링크 유자향,중복 FOOD_CD
P109-401040100-1862,소라이로 콜라향,중복 FOOD_CD
P109-401040100-1895,아리조나 체리 라임 스파클링,중복 FOOD_CD
P109-401040100-1954,전전 리치맛 탄산음료,중복 FOOD_CD
P109-401040100-2014,트레드소프틀리 논알콜 블랑 드 블랑,중복 FOOD_CD
P109-401040100-2056,하리토스 구아바,중복 FOOD_CD
P109-401040100-2059,하리토스 만다린,중복 FOOD_CD
P109-401040100-2061,하리토스 자몽,중복 FOOD_CD
P109-401040100-2204,산 펠레그리노 아란시아타 (오렌지) (200ml),중복 FOOD_CD
P109-401040100-2232,스파클링 드래곤펄 자스민티,중복 FOOD_CD
P109-401040100-2261,노제코 논알콜릭 로제 스파클링,중복 FOOD_CD
P109-401040100-2262,노제코 논알콜릭 화이트 스파클링,중복 FOOD_CD
P109-401040100-2270,스파클링 화이트피치 베르가모트 얼그레이,중복 FOOD_CD
P109-401040100-2335,오늘좋은 그린애플 스파클링 제로,중복 FOOD_CD
P109-401040100-2469,산펠레그리노 폼펠모(자몽) (330ml),중복 FOOD_CD
P109-401040100-2474,스파클링 라임,중복 FOOD_CD
P109-401040100-2475,스파클링 레몬,중복 FOOD_CD
P109-401040100-2476,스파클링 자몽,중복 FOOD_CD
P109-401040100-2477,스파클링 청포도,중복 FOOD_CD
P109-402040200-0049,오타키리 932,중복 FOOD_CD
P109-402040200-0098,산펠레그리노 (750ml),중복 FOOD_CD
P109-402040200-0103,에비앙 스파클링 / 330ml,중복 FOOD_CD
P109-402040200-0110,산 베네데토 탄산수,중복 FOOD_CD
P109-500050200-0464,기꼬만 바나나맛 두유 200ML,중복 FOOD_CD
P109-500050200-0488,기꼬만 바리스타 두유 1L,중복 FOOD_CD
P109-500050200-0496,두유,중복 FOOD_CD
P109-500050200-0575,기꼬만 카라멜향 두유,중복 FOOD_CD
P109-600060300-0436,피노 누아,중복 FOOD_CD
P109-601060100-0329,탄,중복 FOOD_CD
P109-602060200-0012,막심,중복 FOOD_CD
P109-801080100-0254,닥터유 프로 드링크 단백질 초코,중복 FOOD_CD
P109-801080100-0938,아침햇살아몬드&땅콩,중복 FOOD_CD
P109-801080100-1240,자연은싱그런청포도,중복 FOOD_CD
P109-801080100-2053,힙스 포타나ORS,중복 FOOD_CD
P109-801080100-2095,광동메모리 365 실크알부민양태반프리미엄,중복 FOOD_CD
P109-801080100-2894,레몬 콜라겐 스틱,중복 FOOD_CD
P109-801080100-3168,햇빛찬란 단호박 전통식혜,중복 FOOD_CD
P109-801080100-3169,햇빛찬란 새싹인삼 전통식혜,중복 FOOD_CD
P109-801080100-4355,라임주스맛음료,중복 FOOD_CD
P109-801080100-4394,모구모구 나타데코코 복숭아향 드링크,중복 FOOD_CD
P109-801080100-4396,모구모구 나타데코코 요거트맛 드링크,중복 FOOD_CD
P109-801080100-4412,모구모구 요거트향 드링크,중복 FOOD_CD
P109-801080100-4434,바질씨드 드링크 리치향,중복 FOOD_CD
P109-801080100-4438,바질씨드 드링크 망고향,중복 FOOD_CD
P109-801080100-4440,바질씨드 드링크 백포도향,중복 FOOD_CD
P109-801080100-4490,산가리아 마로야카 바나나우유맛,중복 FOOD_CD
P109-801080100-4542,아이스 롤리 요구르트,중복 FOOD_CD
P109-801080100-4572,오트사이드 귀리음료 오리지널(200ML),중복 FOOD_CD
P109-801080100-4601,원더팜 버드네스트음료,중복 FOOD_CD
P109-801080100-4612,웰 바질시드 드링크 블루베리향,중복 FOOD_CD
P109-801080100-4613,웰 바질시드 드링크 패션푸르트향,중복 FOOD_CD
P109-801080100-4666,카라바오 에너지드링크,중복 FOOD_CD
P109-801080100-4714,파워오투 애플 키위향,중복 FOOD_CD
P109-801080100-4715,파워오투 오렌지 레몬향,중복 FOOD_CD
P109-801080100-4743,하이네켄 넌 알콜릭_330ML_CAN,중복 FOOD_CD
P109-801080100-4744,하이네켄 넌 알콜릭_500ML_CAN,중복 FOOD_CD
P109-801080100-4817,리퀴드 젤 사과향,중복 FOOD_CD
P109-801080100-4840,모구모구 나타데코코 제로슈가 트로피칼딜라이트 플래버 드링크,중복 FOOD_CD
P109-801080100-4856,바질시드 드링크 리치향,중복 FOOD_CD
P109-801080100-4857,바질시드 드링크 망고향,중복 FOOD_CD
P109-801080100-4908,쏘굿 아몬드 언스위트,중복 FOOD_CD
P109-801080100-4909,쏘굿 아몬드 오리지널,중복 FOOD_CD
P109-801080100-4941,오트커피,중복 FOOD_CD
P109-801080100-4992,청슈이구음핀,중복 FOOD_CD
P109-801080100-5031,통일오렌지음료,중복 FOOD_CD
P109-801080100-5109,마시면 당차,중복 FOOD_CD
P109-801080100-5401,밀크세라마이드 콜라겐 10000,중복 FOOD_CD
P109-801080100-5520,매트유기농파로음료,중복 FOOD_CD
P109-801080100-5521,모구모구 복숭아맛 - 복숭아향 0.1% 함유,중복 FOOD_CD
P109-801080100-5522,모구모구 복숭아향 드링크,중복 FOOD_CD
P109-801080100-5526,산가리아 나타데코코 백포도,중복 FOOD_CD
P109-801080100-5527,산가리아 나타데코코 복숭아,중복 FOOD_CD
P109-801080100-5528,산가리아 나타데코코 파인애플,중복 FOOD_CD
P109-801080100-5529,산가리아 마로야카 딸기밀크맛,중복 FOOD_CD
P109-801080100-5532,스폰스,중복 FOOD_CD
P109-801080100-5575,모구모구 복숭아향,중복 FOOD_CD
P109-801080100-5606,오틀리 오트 드링크 바리스타 에디션,중복 FOOD_CD
P109-801080100-5647,리퀴드 에너지 (커피맛),중복 FOOD_CD
P109-801080100-5648,리퀴드 에너지(딸기&바나나맛),중복 FOOD_CD
P109-801080100-5649,리퀴드 에너지(레몬에이드맛),중복 FOOD_CD
P109-801080100-5650,리퀴드 에너지(오렌지맛),중복 FOOD_CD
P109-801080100-5775,익스트림 이온젤,중복 FOOD_CD
P109-801080100-5889,위고샷,중복 FOOD_CD
P109-801080100-5890,위고샷 액상,중복 FOOD_CD
P109-801080100-6027,아오지루새싹보리 & ABC 콜라겐 젤리스틱,중복 FOOD_CD
P109-801080100-6051,연서네 식혜,중복 FOOD_CD
P109-801080100-6083,쿵푸팬더 프로틴 리치초코맛,중복 FOOD_CD
P109-801080100-6100,포도 & 오렌지 콜라겐 젤리스틱,중복 FOOD_CD
P109-802080200-0409,소.상어 콘드로이친 1200 타히보 플러스,중복 FOOD_CD
P109-802080200-2086,비타글로우하이글루타치온C더블,중복 FOOD_CD
P109-802080200-2440,아이시믹스 복숭아맛,중복 FOOD_CD
P109-802080200-2461,오렌지농축액,중복 FOOD_CD
P109-802080200-2473,이에이알파,중복 FOOD_CD
P109-802080200-2475,자몽농축액,중복 FOOD_CD
P109-802080200-2500,콜롬보 위스키향 시럽,중복 FOOD_CD
P109-802080200-2527,패션후르츠 농축액,중복 FOOD_CD
P109-802080200-2683,코코판단 시럽 라사,중복 FOOD_CD
P109-802080200-2699,파이토믹스 체리라임맛,중복 FOOD_CD
P109-802080200-2879,채우다1987 맥주효모 비오틴,중복 FOOD_CD
P109-802080200-3170,마이프로틴 임팩트 웨이 흑당밀크티향,중복 FOOD_CD
P109-802080200-3189,카보퓨엘,중복 FOOD_CD
P109-802080200-3193,클라우디 레몬 시럽,중복 FOOD_CD
P109-802080200-3360,리셋:스틱,중복 FOOD_CD
P109-802080200-3367,바이올렉스 Violex,중복 FOOD_CD
P109-802080200-3375,사티젠,중복 FOOD_CD
P109-802080200-3403,코지하우스 딸기베이스,중복 FOOD_CD
P110-300030000-0068,후디스 산양유아식 시그니처,중복 FOOD_CD
P110-400040000-0532,중기1 고구마대추죽,중복 FOOD_CD
P110-400040000-2204,감자시금치죽,중복 FOOD_CD
P110-400040000-2243,현미닭가슴영양밥,중복 FOOD_CD
P110-400040000-2247,닭가슴고구마귀리밥,중복 FOOD_CD
P110-400040000-2250,닭가슴근대기장죽,중복 FOOD_CD
P110-400040000-2256,닭가슴뉴그린단호박영양밥,중복 FOOD_CD
P110-400040000-2273,배추닭가슴죽,중복 FOOD_CD
P110-400040000-2274,병아리콩닭가슴무른밥,중복 FOOD_CD
P110-400040000-2293,애호박기장닭가슴무른밥,중복 FOOD_CD
P110-400040000-2294,닭가슴애호박김가루밥,중복 FOOD_CD
P110-400040000-2296,보리애호박닭가슴영양밥,중복 FOOD_CD
P110-400040000-2300,양배추브로콜리닭가슴죽,중복 FOOD_CD
P110-400040000-2313,흑미주키니닭가슴무른밥,중복 FOOD_CD
P110-400040000-2315,청경채닭가슴밥,중복 FOOD_CD
P110-400040000-2326,닭가슴현미근대죽,중복 FOOD_CD
P110-400040000-2397,돈육애호박적채영양밥,중복 FOOD_CD
P110-400040000-2404,주키니래디쉬돈육영양밥,중복 FOOD_CD
P110-400040000-2411,팽이된장돈육밥,중복 FOOD_CD
P110-400040000-2427,버섯감자무른밥,중복 FOOD_CD
P110-400040000-2509,참치야채영양밥,중복 FOOD_CD
P110-400040000-2581,한우단호박청경채무른밥,중복 FOOD_CD
P110-400040000-2609,현미한우무른밥,중복 FOOD_CD
P110-400040000-2613,한우보리청경채죽,중복 FOOD_CD
P110-400040000-2615,흑미부추한우무른밥,중복 FOOD_CD
P110-400040000-2616,한우부추흑미영양밥,중복 FOOD_CD
P110-400040000-2619,블루베리한우밥,중복 FOOD_CD
P110-400040000-2621,한우비타민감자죽,중복 FOOD_CD
P110-400040000-2627,한우비타민수수무른밥,중복 FOOD_CD
P110-400040000-2637,한우새송이당근영양밥,중복 FOOD_CD
P110-400040000-2644,한우수수양배추밥,중복 FOOD_CD
P110-400040000-2674,한우양송이감자죽,중복 FOOD_CD
P110-400040000-2689,한우오이콜리무른밥,중복 FOOD_CD
P110-400040000-2693,적채오트밀한우밥,중복 FOOD_CD
P110-400040000-2708,한우적채무죽,중복 FOOD_CD
P110-400040000-2718,한우청경채콜리죽,중복 FOOD_CD
P110-400040000-2722,한우치즈감자무른밥,중복 FOOD_CD
P110-400040000-2727,한우콜리비트밥,중복 FOOD_CD
P110-400040000-2728,한우콜리플라워녹미밥,중복 FOOD_CD
P110-400040000-2862,키위 인 페어 바나나,중복 FOOD_CD
P110-400040000-3134,새우미역무른밥,중복 FOOD_CD
P110-400040000-3338,시금치팽이닭가슴무른밥,중복 FOOD_CD
P110-500050000-0131,트루플레니쉬™바닐라향,중복 FOOD_CD
P112-004000400-0153,기꼬만 염분 낮춘 간장,중복 FOOD_CD
P112-004000400-0157,기시보리간장,중복 FOOD_CD
P112-004000400-0181,사시미타마리 쇼유,중복 FOOD_CD
P112-004000400-0192,야마사 스탠다드 소이소스,중복 FOOD_CD
P112-004000400-0199,우마구치 양조간장(1.8L),중복 FOOD_CD
P112-004000400-0207,타마리간장,중복 FOOD_CD
P112-004000400-0215,해산물용 간장 1.6L,중복 FOOD_CD
P112-004000400-0219,해천 금표생추(정선판),중복 FOOD_CD
P112-004000400-0229,히게타 코이쿠치 간장,중복 FOOD_CD
P112-004000400-0233,고이구찌,중복 FOOD_CD
P112-004000400-0266,우수쿠치 쇼유 (1.8L) (34-432),중복 FOOD_CD
P112-004000400-0277,타마리 쇼유(33-029),중복 FOOD_CD
P112-004000400-0313,미극선간장,중복 FOOD_CD
P112-004000400-0318,야마사 소이소스 1.8L,중복 FOOD_CD
P112-004000400-0320,야마사우스구찌 18L,중복 FOOD_CD
P112-004000400-0323,오히타치 간장,중복 FOOD_CD
P112-004000400-0330,해천 시그니처 노추왕 간장,중복 FOOD_CD
P112-004000400-0334,사시미간장,중복 FOOD_CD
