food_cd,food_nm,reason
P101-105000100-0379,치즈 웨이퍼롤,중복 FOOD_CD
P101-105000100-0394,쿠기 딸기맛 와퍼스틱,중복 FOOD_CD
P101-105000100-0519,웨이퍼롤 바닐라향,중복 FOOD_CD
P101-106000100-0284,꼬마오징어땅콩,중복 FOOD_CD
P101-106000100-3399,감태견과바35,중복 FOOD_CD
P101-106000100-3427,꿀까당,중복 FOOD_CD
P101-106000100-3520,미니 두바이st 초콜릿 피스s,중복 FOOD_CD
P101-106000100-3627,오리온 카스타드 딸기생크림,중복 FOOD_CD
P101-106000100-3912,메밀 옹심이,중복 FOOD_CD
P101-106000100-4457,우리밀파래맛과자,중복 FOOD_CD
P101-106000100-4536,500 차카니,중복 FOOD_CD
P101-106000100-4557,간장맛 센베,중복 FOOD_CD
P101-106000100-4597,고마도라꾸,중복 FOOD_CD
P101-106000100-4600,고소한 보리과자,중복 FOOD_CD
P101-106000100-4629,그대로 보리과자,중복 FOOD_CD
P101-106000100-4637,그리시니,중복 FOOD_CD
P101-106000100-4644,글라사떼 페스튜리,중복 FOOD_CD
P101-106000100-4648,김스틱,중복 FOOD_CD
P101-106000100-4686,네스프레소 칸투치니 (sku128002),중복 FOOD_CD
P101-106000100-4769,돈도아게큐슈간장맛,중복 FOOD_CD
P101-106000100-4775,두리안향 크리스피롤,중복 FOOD_CD
P101-106000100-4831,레인코스트 크리스프 블루베리 앤 아몬드,중복 FOOD_CD
P101-106000100-4859,루과,중복 FOOD_CD
P101-106000100-4871,리지스 그라놀라,중복 FOOD_CD
P101-106000100-4931,모찌 모나카,중복 FOOD_CD
P101-106000100-4934,모찌고메모나카,중복 FOOD_CD
P101-106000100-4947,뮤슬리 프루타,중복 FOOD_CD
P101-106000100-4992,믹스 모나카,중복 FOOD_CD
P101-106000100-5011,바베로 엑스트라 버진 올리브오일 브레드스틱,중복 FOOD_CD
P101-106000100-5070,별미 보리 과자,중복 FOOD_CD
P101-106000100-5136,쁘란 버미첼리 과자,중복 FOOD_CD
P101-106000100-5140,사보이아르디,중복 FOOD_CD
P101-106000100-5151,사치마 오리지널,중복 FOOD_CD
P101-106000100-5165,새우 센베,중복 FOOD_CD
P101-106000100-5249,스펀지 크런치 모카치노 플레이버,중복 FOOD_CD
P101-106000100-5288,아마노야 히메마루 쌀과자 간장맛,중복 FOOD_CD
P101-106000100-5297,아주끼 모나카,중복 FOOD_CD
P101-106000100-5369,오리 미소 센베이,중복 FOOD_CD
P101-106000100-5374,오리지널 크리스피롤,중복 FOOD_CD
P101-106000100-5396,오이쉬 피쉬다 피쉬 크로팩,중복 FOOD_CD
P101-106000100-5415,와사비 그린피스,중복 FOOD_CD
P101-106000100-5418,와사비 잠두,중복 FOOD_CD
P101-106000100-5500,자색고구마향 크리스피롤,중복 FOOD_CD
P101-106000100-5516,제왕쌀과자 고소한맛 (270g),중복 FOOD_CD
P101-106000100-5541,참 고구마스틱,중복 FOOD_CD
P101-106000100-5553,참쌀선과(115G),중복 FOOD_CD
P101-106000100-5566,초코 크림,중복 FOOD_CD
P101-106000100-5584,치알다 크로칸테,중복 FOOD_CD
P101-106000100-5602,카린토우 피넛,중복 FOOD_CD
P101-106000100-5607,카수가이 마메믹스,중복 FOOD_CD
P101-106000100-5608,카수가이 와사비 그린마메,중복 FOOD_CD
P101-106000100-5626,카키노타네쌀과자앤피넛츠,중복 FOOD_CD
P101-106000100-5649,코마루피,중복 FOOD_CD
P101-106000100-5657,코케 땅콩과자 (코코넛크림맛),중복 FOOD_CD
P101-106000100-5688,쿠루북 팔엠방 바왕,중복 FOOD_CD
P101-106000100-5768,크리스피롤22,중복 FOOD_CD
P101-106000100-5779,키쿠센도 고마 도라쿠,중복 FOOD_CD
P101-106000100-5780,키쿠센도 락카 도라쿠,중복 FOOD_CD
P101-106000100-5790,타로향 크리스피롤,중복 FOOD_CD
P101-106000100-5796,타이 스위트 과자,중복 FOOD_CD
P101-106000100-5799,타이스위트라이스시리얼,중복 FOOD_CD
P101-106000100-5856,파에테포요틴,중복 FOOD_CD
P101-106000100-5863,판단향 크리스피롤,중복 FOOD_CD
P101-106000100-5884,퍼피드 라이스,중복 FOOD_CD
P101-106000100-5894,포테이토 크리스프 바비큐맛,중복 FOOD_CD
P101-106000100-5895,포테이토 크리스프 사워크림향,중복 FOOD_CD
P101-106000100-5951,프링글스 치즈,중복 FOOD_CD
P101-106000100-5953,프링글스 핫 앤 스파이시,중복 FOOD_CD
P101-106000100-6050,후그 미니 디저트 타트렛,중복 FOOD_CD
P101-106000100-6052,후그 미니 디저트 타트렛 필리그라노 버터 스퀘어 3.3cm,중복 FOOD_CD
P101-106000100-6058,훅스 유기농 콘후레이크,중복 FOOD_CD
P101-106000100-6061,훈와리메이진 콩가루모찌,중복 FOOD_CD
P101-106000100-6073,글로리베이커리 스위트데이,중복 FOOD_CD
P101-106000100-6082,바베큐 플레이버 땅콩과자,중복 FOOD_CD
P101-106000100-6099,에클라오르 - 2.5kg - 14592,중복 FOOD_CD
P101-106000100-6116,타마고 보로,중복 FOOD_CD
P101-106000100-6373,초코헌터스,중복 FOOD_CD
P101-106000100-6415,고구마 켄피 소금맛,중복 FOOD_CD
P101-106000100-6420,구운 카다이프,중복 FOOD_CD
P101-106000100-6422,구운참마깨스틱,중복 FOOD_CD
P101-106000100-6438,데일리크레이브 베기스틱스 149g,중복 FOOD_CD
P101-106000100-6443,딴수웨이사치마,중복 FOOD_CD
P101-106000100-6449,레몬 팔렛(틴) 250g /40450,중복 FOOD_CD
P101-106000100-6464,명가꽈배기 흑당맛,중복 FOOD_CD
P101-106000100-6477,미왕보리과자,중복 FOOD_CD
P101-106000100-6503,보 파니피치오 포카치나 메디터레니언,중복 FOOD_CD
P101-106000100-6504,보 파니피치오 포카치나 블랙 트라플,중복 FOOD_CD
P101-106000100-6505,보 파니피치오 포카치나 올리브 타지아스카,중복 FOOD_CD
P101-106000100-6506,보 파니피치오 포카치나 클래식,중복 FOOD_CD
P101-106000100-6510,블랙마스터 오케이 밀크티 와퍼롤,중복 FOOD_CD
P101-106000100-6521,산타마리아 미니 타코 터브,중복 FOOD_CD
P101-106000100-6545,오늘좋은 밀크쌀과자,중복 FOOD_CD
P101-106000100-6573,이노푸드 유기농 코코넛 클러스터 [#3040445],중복 FOOD_CD
P101-106000100-6578,제왕쌀과자 바삭한맛 (270g),중복 FOOD_CD
P101-106000100-6579,제이앤씨 바나나슬라이스,중복 FOOD_CD
P101-106000100-6586,지 버터스 버터 샌드 말차 (210618),중복 FOOD_CD
P101-106000100-6596,참쌀설병(270G),중복 FOOD_CD
P101-106000100-6604,초코버터샌드 - 95 g,중복 FOOD_CD
P101-106000100-6610,춘강월 마라궈바,중복 FOOD_CD
P101-106000100-6628,쿠루북 우당마스,중복 FOOD_CD
P101-106000100-6648,크리스피 미니와플,중복 FOOD_CD
P101-106000100-6650,크리스피 코코넛 롤 [#199980],중복 FOOD_CD
P101-106000100-6654,킷캣 녹차 12(24x35g)(sku12613997),중복 FOOD_CD
P101-106000100-6681,포카치아 크로칸테,중복 FOOD_CD
P101-106000100-6684,포테이토 피넛샌드,중복 FOOD_CD
P101-106000100-6688,프레타망제 오트 앤 코코넛 크런치,중복 FOOD_CD
P101-106000100-6693,프링글스 사워크림 & 어니언,중복 FOOD_CD
P101-106000100-6704,한입 꿀 꽈배기,중복 FOOD_CD
P101-106000100-6720,흑깨고소,중복 FOOD_CD
P101-106000100-6747,리치 버터 와플 270g,중복 FOOD_CD
P101-106000100-6750,맘모스 쌀말이과자,중복 FOOD_CD
P101-106000100-6756,미니 꿀 꽈배기,중복 FOOD_CD
P101-106000100-6765,밀크클래식 쌀과자 (우유맛),중복 FOOD_CD
P101-106000100-6777,빅라티아오 102g,중복 FOOD_CD
P101-106000100-6815,참쌀누룽지,중복 FOOD_CD
P101-106000100-6818,초코무초 땅콩버터맛,중복 FOOD_CD
P101-106000100-6833,크림퍼프,중복 FOOD_CD
P101-106000100-6838,피믹스,중복 FOOD_CD
P101-106000100-6842,한입 쌀과자,중복 FOOD_CD
P101-106000100-6852,구운 카다이프,중복 FOOD_CD
P101-106000100-6853,구운 카다이프,중복 FOOD_CD
P101-106000100-6873,로카 고다 치즈스틱,중복 FOOD_CD
P101-106000100-6923,오이시 하쿠,중복 FOOD_CD
P101-106000100-6942,차카니 스위트콘향,중복 FOOD_CD
P101-106000100-6956,커렌트 핫 앤 스파이스 스틱,중복 FOOD_CD
P101-106000100-6961,티포,중복 FOOD_CD
P101-106000100-6962,파르미지아노 레지아노 브래드 스틱,중복 FOOD_CD
P101-106000100-6966,프링글스 스윗 어니언,중복 FOOD_CD
P101-106000100-6994,레몬볼,중복 FOOD_CD
P101-106000100-7017,찍먹 오!감자 버터갈릭감자튀김맛,중복 FOOD_CD
P101-106000100-7025,황치즈 쿠라우니 산도,중복 FOOD_CD
P101-106000100-7217,대용량 고구마 켄피,중복 FOOD_CD
P101-106000100-7218,땅콩샌드,중복 FOOD_CD
P101-106000100-7220,라라 누룽지(달콤한맛),중복 FOOD_CD
P101-106000100-7223,바닐라타르트쉘-1.44kg,중복 FOOD_CD
P101-106000100-7229,참쌀설병 (128G),중복 FOOD_CD
P101-106000400-0061,브라우니,중복 FOOD_CD
P101-107000100-0606,제주만석 견과류과즐세트,중복 FOOD_CD
P101-107000100-0607,제주만석보리현미감귤과즐세트,중복 FOOD_CD
P101-107000100-1439,세종약과,중복 FOOD_CD
P101-107000100-1488,오트밀강정(2kg),중복 FOOD_CD
P101-107000100-1493,황금귀리깨강정,중복 FOOD_CD
P101-107000100-1539,옛날강정,중복 FOOD_CD
P101-202000200-0108,달곰한입 레인보우 멜로우즈,중복 FOOD_CD
P101-202000200-0163,멜로 머쉬멜로우 멜로우 트위스트,중복 FOOD_CD
P101-202000200-0236,화이트 마시멜로,중복 FOOD_CD
P101-202000200-0248,과일 먹은 마시멜로,중복 FOOD_CD
P101-202000200-0297,바베큐용 머쉬멜로(90g),중복 FOOD_CD
P101-202000200-0311,멜로 머쉬멜로우 멜로우 트위스트 135g,중복 FOOD_CD
P101-202000200-0320,포도 모찌 모양 멜로우,중복 FOOD_CD
P101-202000200-0330,구워먹는 마시멜로우,중복 FOOD_CD
P101-203000200-0192,대관령우유캔디진,중복 FOOD_CD
P101-203000200-0832,졸지마캔디,중복 FOOD_CD
P101-203000200-0842,종합캔디,중복 FOOD_CD
P101-203000200-1619,목캔디 믹스베리,중복 FOOD_CD
P101-203000200-1621,목캔디 허브민트,중복 FOOD_CD
P101-203000200-1762,내당당과,중복 FOOD_CD
P101-203000200-1852,라즈베리향 락 캔디,중복 FOOD_CD
P101-203000200-1892,로즈봉봉(70g),중복 FOOD_CD
P101-203000200-1978,모리나가 라무네 포도당 캔디 60g,중복 FOOD_CD
P101-203000200-1992,미니 멘토스 레인보우 100입,중복 FOOD_CD
P101-203000200-2013,미조레타마캔디,중복 FOOD_CD
P101-203000200-2016,민트 시럽 캔디,중복 FOOD_CD
P101-203000200-2019,민트봉봉(70g),중복 FOOD_CD
P101-203000200-2079,베이징수탕,중복 FOOD_CD
P101-203000200-2094,보넬레 레몬 진저 젤리 캔디,중복 FOOD_CD
P101-203000200-2146,산타 마리아 노벨라 캔디,중복 FOOD_CD
P101-203000200-2172,소다 레몬 캔디,중복 FOOD_CD
P101-203000200-2173,소다 오렌지 캔디,중복 FOOD_CD
P101-203000200-2180,솜사탕,중복 FOOD_CD
P101-203000200-2197,슈퍼레몬캔디,중복 FOOD_CD
P101-203000200-2201,슈퍼콜라향캔디,중복 FOOD_CD
P101-203000200-2204,스미야키 커피 캔디,중복 FOOD_CD
P101-203000200-2264,씨씨 에스프레소 커피향 캔디,중복 FOOD_CD
P101-203000200-2280,아이알파캔디빈,중복 FOOD_CD
P101-203000200-2309,야미얼스 사우어 레드퍼커 막대사탕,중복 FOOD_CD
P101-203000200-2314,야미얼스 섬머 스매쉬 막대사탕,중복 FOOD_CD
P101-203000200-2323,어쏘티드 리틀팝,중복 FOOD_CD
P101-203000200-2340,엑스오 커피캔디,중복 FOOD_CD
P101-203000200-2357,오렌지향 락 캔디,중복 FOOD_CD
P101-203000200-2468,종합캔디,중복 FOOD_CD
P101-203000200-2469,주사위 캔디,중복 FOOD_CD
P101-203000200-2477,쥬얼리 반지 캔디 딸기향,중복 FOOD_CD
P101-203000200-2478,쥬얼리 반지 캔디 레몬향,중복 FOOD_CD
P101-203000200-2479,쥬얼리 반지 캔디 사과향,중복 FOOD_CD
P101-203000200-2529,카멜레온 캔디,중복 FOOD_CD
P101-203000200-2530,카멜레온캔디,중복 FOOD_CD
P101-203000200-2539,카바야쥬씨컬러볼소다향,중복 FOOD_CD
P101-203000200-2589,코피코 슈가프리 커피맛캔디 75g,중복 FOOD_CD
P101-203000200-2593,콘페이토우,중복 FOOD_CD
P101-203000200-2644,킨노밀크녹차라떼맛캔디,중복 FOOD_CD
P101-203000200-2645,킨노밀크캔디,중복 FOOD_CD
P101-203000200-2647,타마린드 캔디,중복 FOOD_CD
P101-203000200-2662,트레프 트릭시 고 팝 플랫 롤리팝,중복 FOOD_CD
P101-203000200-2709,펄몰 라임민트맛 캔디 (45g),중복 FOOD_CD
P101-203000200-2729,포도향 락 캔디,중복 FOOD_CD
P101-203000200-2734,포지타노레몬맛캔디,중복 FOOD_CD
P101-203000200-2740,폭스 커피월드 캔디,중복 FOOD_CD
P101-203000200-2844,호올스 자몽향 캔디 (27.9G),중복 FOOD_CD
P101-203000200-2849,홋카이도 마차 밀크캔디,중복 FOOD_CD
P101-203000200-2857,후에라무네,중복 FOOD_CD
P101-203000200-2863,후에라무네 포도향캔디,중복 FOOD_CD
P101-203000200-2888,히야슈와 라무네 캔디,중복 FOOD_CD
P101-203000200-2890,히치스 UFOs 우주캔디,중복 FOOD_CD
P101-203000200-2920,노래나오는 캔디 레몬향,중복 FOOD_CD
P101-203000200-2921,노래나오는 캔디 복숭아향,중복 FOOD_CD
P101-203000200-2942,디에토렐레 무설탕 캔디 멘톨 & 유칼립투스,중복 FOOD_CD
P101-203000200-2961,레드팝핑,중복 FOOD_CD
P101-203000200-2965,로사나 레몬 필드 캔디,중복 FOOD_CD
P101-203000200-3021,미츠야사이다향캔디,중복 FOOD_CD
P101-203000200-3025,민트소금사탕,중복 FOOD_CD
P101-203000200-3087,산리오 캐릭터 캔디,중복 FOOD_CD
P101-203000200-3108,슈퍼문별사탕,중복 FOOD_CD
P101-203000200-3135,엠오이칼 와일드체리맛 캔디(무당)(2415),중복 FOOD_CD
P101-203000200-3162,유기농 꿀 생강 캔디,중복 FOOD_CD
P101-203000200-3164,유기농 생강 레몬 캔디,중복 FOOD_CD
P101-203000200-3165,유기농 생강 오렌지 캔디,중복 FOOD_CD
P101-203000200-3170,유에프오 사우어 캔디,중복 FOOD_CD
P101-203000200-3174,익슬캔디,중복 FOOD_CD
P101-203000200-3187,줌 과일맛 막대사탕,중복 FOOD_CD
P101-203000200-3213,코피코 슈가프리 커피맛 캔디,중복 FOOD_CD
P101-203000200-3235,토마토캔디,중복 FOOD_CD
P101-203000200-3239,토쿠노 밀크 시오 캔디,중복 FOOD_CD
P101-203000200-3247,토픽스사우어,중복 FOOD_CD
P101-203000200-3253,토픽스스틱딸기맛,중복 FOOD_CD
P101-203000200-3254,토픽스스틱사과맛,중복 FOOD_CD
P101-203000200-3255,토픽스스틱오렌지맛,중복 FOOD_CD
P101-203000200-3261,파인캔디,중복 FOOD_CD
P101-203000200-3265,펄몰 체리맛 캔디 (45g),중복 FOOD_CD
P101-203000200-3293,플레인팝핑캔디,중복 FOOD_CD
P101-203000200-3309,호올스 라임향 캔디 (27.9G),중복 FOOD_CD
P101-203000200-3311,호올스 멘토 립터스 멘톨향 캔디 (27.9G),중복 FOOD_CD
P101-203000200-3326,후지야 팝 캔디 딸기&망고맛 114g,중복 FOOD_CD
P101-203000200-3328,후카이도 아즈키 캔디,중복 FOOD_CD
P101-203000200-3482,사랑해 롤리팝 캔디,중복 FOOD_CD
P101-203000200-3486,세라 슈가프리 오렌지&레몬 캔디,중복 FOOD_CD
P101-203000200-3502,아폴로(36g),중복 FOOD_CD
P101-203000200-3505,알펜바우어 유기농 와일드베리 캔디,중복 FOOD_CD
P101-203000200-3506,알펜바우어 유기농 진저 라임 오렌지 캔디,중복 FOOD_CD
P101-203000200-3507,알펜바우어 유기농 진저 허브 캔디,중복 FOOD_CD
P101-203000200-3516,오렌지레몬 캔디,중복 FOOD_CD
P101-203000200-3524,웨더스 오리지널 크림 캔디 90g,중복 FOOD_CD
P101-203000200-3592,허쉬너겟쿠키앤크림(28g),중복 FOOD_CD
P101-203000200-3593,허쉬너겟쿠키앤크림(56g),중복 FOOD_CD
P101-203000200-3597,후지야 밀키 캔디 68.4g,중복 FOOD_CD
P101-203000200-3614,믹스 민트향캔디,중복 FOOD_CD
P101-203000200-3641,츄파춥스(120개),중복 FOOD_CD
P101-203000200-3671,나마쿄호캔디,중복 FOOD_CD
P101-203000200-3692,마스코바도사탕,중복 FOOD_CD
P101-203000200-3697,모찌북해도우유맛,중복 FOOD_CD
P101-203000200-3744,야미얼스 구글리 퍼플 막대사탕,중복 FOOD_CD
P101-203000200-3786,킨노 밀크사탕 말차라떼,중복 FOOD_CD
P101-203000200-3794,트롤리 키스 미니스,중복 FOOD_CD
P101-203000200-3814,후지야 밀키 캔디 23g,중복 FOOD_CD
P101-205000200-1169,짱셔요 콜라,중복 FOOD_CD
P101-205000200-1721,루비젤리,중복 FOOD_CD
P101-205000200-2129,박카스맛 젤리 신맛,중복 FOOD_CD
P101-205000200-2267,뉴재미있는 줄넘기 제리(36g),중복 FOOD_CD
P101-205000200-2491,버섯모양 구미젤리,중복 FOOD_CD
P101-205000200-2533,블루 사우어 드라헨 구미,중복 FOOD_CD
P101-205000200-2577,사우어 감자튀김 모양 구미젤리,중복 FOOD_CD
P101-205000200-2580,사우어 레인보우 벨트모양,중복 FOOD_CD
P101-205000200-2615,사우어믹스 스퀘어모양,중복 FOOD_CD
P101-205000200-2807,오미자젤리,중복 FOOD_CD
P101-205000200-2813,오키오 그레이프 구미,중복 FOOD_CD
P101-205000200-2814,오키오 망고 구미,중복 FOOD_CD
P101-205000200-2815,오키오 복숭아 구미,중복 FOOD_CD
P101-205000200-2816,오키오 스트로베리 구미,중복 FOOD_CD
P101-205000200-2824,옥수수젤리,중복 FOOD_CD
P101-205000200-2843,유기농 베어,중복 FOOD_CD
P101-205000200-2862,유피 핫도그모양 빅프랭크,중복 FOOD_CD
P101-205000200-2878,장미모양 구미젤리,중복 FOOD_CD
P101-205000200-2899,젤리 스트로우 요구르트맛,중복 FOOD_CD
P101-205000200-2925,젤리스트로우 리치맛,중복 FOOD_CD
P101-205000200-2927,젤리스트로우 망고맛,중복 FOOD_CD
P101-205000200-2929,젤리스트로우 복숭아맛,중복 FOOD_CD
P101-205000200-2930,젤리스트로우 블루베리맛,중복 FOOD_CD
P101-205000200-2988,쯔부구미 3가지의 포도,중복 FOOD_CD
P101-205000200-2989,쯔부구미 소다향,중복 FOOD_CD
P101-205000200-3005,츄파춥스 사워 바이츠,중복 FOOD_CD
P101-205000200-3058,콜라향보틀 구미젤리,중복 FOOD_CD
P101-205000200-3110,트로피컬 프룻젤리,중복 FOOD_CD
P101-205000200-3120,트롤리 사우어 옥토퍼스,중복 FOOD_CD
P101-205000200-3125,트롤리 애플링스,중복 FOOD_CD
P101-205000200-3135,트롤리플래닛구미,중복 FOOD_CD
P101-205000200-3168,페투치니 소다향 50g,중복 FOOD_CD
P101-205000200-3204,프루츠쥬스 베어 구미젤리,중복 FOOD_CD
P101-205000200-3241,피지 엑조틱 믹스 구미젤리,중복 FOOD_CD
P101-205000200-3262,하리보 골드베렌(12g),중복 FOOD_CD
P101-205000200-3304,하트 위드 센터 필드 구미젤리,중복 FOOD_CD
P101-205000200-3333,화이트 펄,중복 FOOD_CD
P101-205000200-3365,히치스 사우어 수수깡젤리,중복 FOOD_CD
P101-205000200-3368,36 플레이버 믹스 젤리빈,중복 FOOD_CD
P101-205000200-3541,레인보우젤리스트로우-5790g,중복 FOOD_CD
P101-205000200-3624,미니베어구미,중복 FOOD_CD
P101-205000200-3653,버블눈꽃젤리,중복 FOOD_CD
P101-205000200-3689,블록스 프루티 구미,중복 FOOD_CD
P101-205000200-3839,악어 모양 젤리,중복 FOOD_CD
P101-205000200-3905,젤리 어쏘티드-5700g,중복 FOOD_CD
P101-205000200-3916,젤리스트로우 리필팩,중복 FOOD_CD
P101-205000200-3918,젤리스트로우 온리팩,중복 FOOD_CD
P101-205000200-3969,카수가이 믹스 구미,중복 FOOD_CD
P101-205000200-3971,카수가이 피치 구미,중복 FOOD_CD
P101-205000200-3984,캔디 키튼스 디스코 드림스 젤리,중복 FOOD_CD
P101-205000200-4007,큐빅요거트향딸기젤리,중복 FOOD_CD
P101-205000200-4008,큐빅요거트향멜론젤리,중복 FOOD_CD
P101-205000200-4009,큐빅요거트향애플망고젤리,중복 FOOD_CD
P101-205000200-4010,큐빅요거트향포도젤리,중복 FOOD_CD
P101-205000200-4044,트롤리 스파게티니 사우어 딸기맛,중복 FOOD_CD
P101-205000200-4050,트롤리 핑구미,중복 FOOD_CD
P101-205000200-4095,푸르트 모양 젤리,중복 FOOD_CD
P101-205000200-4102,퓨레 구미 마스카트,중복 FOOD_CD
P101-205000200-4106,퓨레 구미 포도,중복 FOOD_CD
P101-205000200-4113,퓨레링 소다,중복 FOOD_CD
P101-205000200-4116,프루팁스 리치맛(140g) (sku12409094),중복 FOOD_CD
P101-205000200-4118,프루팁스 트로피칼믹스(140g) (sku12376934),중복 FOOD_CD
P101-205000200-4119,프루팁스 프루티 하와이언(70g) (SKU12599122),중복 FOOD_CD
P101-205000200-4132,피니 빈모양 젤리,중복 FOOD_CD
P101-205000200-4140,필드 베리 클라우즈 구미젤리,중복 FOOD_CD
P101-205000200-4146,하리보 골드베어 사우어(80g),중복 FOOD_CD
P101-205000200-4148,하리보 메가룰렛,중복 FOOD_CD
P101-205000200-4156,하리보 웜즈(100g),중복 FOOD_CD
P101-205000200-4163,하리보 해피 그레이프(1000G),중복 FOOD_CD
P101-205000200-4363,마로슈 라무네향,중복 FOOD_CD
P101-205000200-4364,마로슈 요거트향 소다향,중복 FOOD_CD
P101-205000200-4365,마로슈 포도향 소다향,중복 FOOD_CD
P101-205000200-4392,블록스 구미 카키트,중복 FOOD_CD
P101-205000200-4410,스키틀즈 사워 펀사이즈 15g 벌크 (10276086),중복 FOOD_CD
P101-205000200-4411,스페쇼우젤리스트로우어쏘티드-5790g,중복 FOOD_CD
P101-205000200-4423,유피 마이워치 구미,중복 FOOD_CD
P101-205000200-4426,제주애플망고젤리/160G,중복 FOOD_CD
P101-205000200-4428,젤리 스트로우-800g,중복 FOOD_CD
P101-205000200-4432,젤리클러스터,중복 FOOD_CD
P101-205000200-4440,쥬시스트로우(5 700g),중복 FOOD_CD
P101-205000200-4453,텀피 코끼리 망고젤리,중복 FOOD_CD
P101-205000200-4455,트롤리 미니버거모양젤리 (5000g),중복 FOOD_CD
P101-205000200-4461,프루팁스 (70g) (sku12376782) (25V1),중복 FOOD_CD
P101-205000200-4471,하리보 믹스 사우어(160G),중복 FOOD_CD
P101-205000200-4545,팝핑로프젤리,중복 FOOD_CD
P101-205000200-4552,하리보 골드베렌 (648g),중복 FOOD_CD
P101-205000200-4575,믹스젤리(115g),중복 FOOD_CD
P101-205000200-4600,쿠위 탑플룻 퍼지 (청포도맛),중복 FOOD_CD
P101-205000200-4629,히치스 수수깡젤리 코리아 에디션,중복 FOOD_CD
P101-205000200-4709,하리보 골드베렌(1000g),중복 FOOD_CD
P101-205000200-4710,하리보 골드베렌(650g),중복 FOOD_CD
P101-205000200-4711,하리보 스타믹스(100g),중복 FOOD_CD
P101-206000200-0200,고구마맛카라멜,중복 FOOD_CD
P101-206000200-0207,니키아메,중복 FOOD_CD
P101-206000200-0218,라카아메,중복 FOOD_CD
P101-206000200-0246,본탄아메,중복 FOOD_CD
P101-206000200-0252,사워 파인애플,중복 FOOD_CD
P101-206000200-0263,시오아메,중복 FOOD_CD
P101-206000200-0311,파인아메,중복 FOOD_CD
P101-206000200-0312,파인애플아메,중복 FOOD_CD
P101-206000200-0329,하이츄 버라이어티,중복 FOOD_CD
P101-206000200-0330,하이츄 복숭아맛,중복 FOOD_CD
P101-206000200-0331,하이츄 사우어 레몬맛,중복 FOOD_CD
P101-206000200-0332,하이츄 사우어 자몽맛,중복 FOOD_CD
P101-206000200-0333,하이츄 사우어 파인애플맛,중복 FOOD_CD
P101-206000200-0337,하카향 아메,중복 FOOD_CD
P101-206000200-0347,홋카이도 밀크카라멜,중복 FOOD_CD
P101-206000200-0418,홋카이도 밀크 카라멜 78g,중복 FOOD_CD
P101-206000200-0424,모리나가 밀크 카라멜 88g,중복 FOOD_CD
P101-206000200-0428,스낵큐 솔트 카라멜,중복 FOOD_CD
P101-206000200-0436,홋카이도 버터 카라멜 125g,중복 FOOD_CD
P101-206000200-0462,세이카 본탄아메,중복 FOOD_CD
P101-206000200-0463,파앤애플아메,중복 FOOD_CD
P101-207000200-1069,브레뉴,중복 FOOD_CD
P101-207000200-1406,프리미엄 초유 1500 츄어블 180g,중복 FOOD_CD
P101-207000200-1411,화이트 콜라겐 펄,중복 FOOD_CD
P101-207000200-1611,메달리스트 에너지젤 커피앤벌꿀,중복 FOOD_CD
P101-207000200-1612,메달리스트 에너지젤 포도앤벌꿀,중복 FOOD_CD
P101-207000200-1624,에너지츄-스트로베리,중복 FOOD_CD
P101-207000200-1626,에너지츄-프룻펀치,중복 FOOD_CD
P101-207000200-1637,콤비타 마누카허니 로젠지-프로폴리스&레몬향(54g),중복 FOOD_CD
P101-207000200-1659,애사비 아르기닌 젤리스틱,중복 FOOD_CD
P101-207000200-1737,세이카 파인애플아메,중복 FOOD_CD
P101-208000200-0070,망고푸딩,중복 FOOD_CD
P101-208000200-0074,트로피칼 푸딩,중복 FOOD_CD
P101-401000400-1027,어쏘티드 2개입(웰스토리 에디션),중복 FOOD_CD
P101-401000400-1300,꽈배기 (요구르트맛),중복 FOOD_CD
P101-401000400-1309,메이지 베이커리 패밀리도넛,중복 FOOD_CD
P101-401000400-1318,미니도넛,중복 FOOD_CD
P101-401000400-1528,생미쉘 초코칩도넛,중복 FOOD_CD
P101-403000400-0287,호두크림치즈바게트,중복 FOOD_CD
P101-403000400-0625,듬뿍 무화과 치아바타,중복 FOOD_CD
P101-403000400-0681,S0695 화이트 하프 바게트,중복 FOOD_CD
P101-403000400-0719,T78568. 스몰 치아바타,중복 FOOD_CD
P101-403000400-0733,플레인 치아바타,중복 FOOD_CD
P101-403000400-0871,후렌치 바게트 빵,중복 FOOD_CD
P101-404000400-1097,플레인 크림치즈 베이글 냉동,중복 FOOD_CD
P101-404000400-1225,K커피베이글,중복 FOOD_CD
P101-405000400-0099,겹겹이밀크롤인,중복 FOOD_CD
P101-405000400-0974,보름달,중복 FOOD_CD
P101-405000400-1787,정통보름달,중복 FOOD_CD
P101-405000400-1929,초코블랑,중복 FOOD_CD
P101-405000400-2943,레몬버터바,중복 FOOD_CD
P101-405000400-3275,슈톨렌A,중복 FOOD_CD
P101-405000400-3730,크림치즈바질페스토브레드,중복 FOOD_CD
P101-405000400-4831,버터갈레트,중복 FOOD_CD
P101-405000400-5202,컬리보이,중복 FOOD_CD
P101-405000400-6149,초코미니슈,중복 FOOD_CD
P101-405000400-7184,4 초콜릿 에끌레어(1706),중복 FOOD_CD
P101-405000400-7236,노면포,중복 FOOD_CD
P101-405000400-7260,도쿄바나나의 연인,중복 FOOD_CD
P101-405000400-7272,떠우샤월병,중복 FOOD_CD
